City,Title,Description,latitude,longitude
Bangalore,Sankey Tank,"Sankey Tank is a manmade lake, spread across an area of 37.5 acres near Vyalikaval, Malleshwaram and Sadashivanagar. The State Forest Department takes care of the lake.  The Maurya Sankey Boat Club offers guests a wide variety of boat rides, for example, rowboats, pedal boats and motorboats.",13.008881,77.575481
Bangalore,Devanahalli Fort,"Known for its historical significance and archaeological brilliance, Devanahalli Fort is located 35 kms north of the city of Bangalore. The fort is a living example of the extensive battles fought and won and of the royal families. Lately in ruins, the fort once was the birthplace and residence of the great warrior Tipu Sultan. Sprawling over a vast area of 20 acres, the building is essentially made of stone and mortar.",13.2494771,77.7091541
Bangalore,Maha Bodhi Society Temple,"Maha Bodhi Society Temple is a recent addition to the temples of Bengaluru, this one houses a library and a bookshop with a sprawling collection of texts on Buddhism and is constantly the hub of a number of spiritual retreats and lectures. The place conducts teachings on Dharma and meditation retreat on specific days of the month.",12.9759338,77.5792111
Bangalore,Bangalore Aquarium,"Located in Cubbon Park, the Bangalore Aquarium is the most famous and largest aquarium in Bangalore and the second-largest in India. It offers on display a variety of ornamental and exotic cultivable fishes including Siamese Fighters, Catla, Freshwater Prawns, Goldfish, Red Tail Shark and many others.",12.9748354,77.5965431
Bangalore,Ragigudda Anjaneya Temple,"Built in 1972, Ragigudda Sri Prasanna Anjaneya Temple is dedicated to the very celebrated Hindu God- Hanuman for his unconditional divinity and devotion towards Lord Sri Rama. Located on top of a quaint hillock in 9th block of Jayanagar suburb in Bangalore, the temple houses a Shivaling in addition to a huge gorgeous idol of Hanuman and beautiful shrines of Ram, Sita and Lakshman.",12.9933263,77.5682305
Bangalore,Venkatappa Art Gallery,"Located in the premises of Karnataka Government Museum, Venkatappa Art Gallery situated on Kasturba Road, Cubbon Park flaunts over 600 paintings. Named after the most famous artist of Bangalore city - K. Venkatappa, the gallery houses resplendent works of the namesake painter and other renowned artists as well.",12.9742557,77.5952284
Bangalore,Vineyards in Bangalore,"Discover the magic of winemaking in the heart of India's tech city with vineyard tours in Bangalore. These picturesque vineyards in Bangalore offer not just scenic beauty but also a deep dive into the art of wine creation. Whether you're a connoisseur or just curious, a vineyard tour in Bangalore promises an experience that tantalizes both the palate and the soul.",13.016758050312,77.665986310535
Bangalore,Halasuru Someshwara Temple,"Located in the suburbs of Halasuru (Ulsoor) in Bangalore, Halasuru Someshwara Temple is dedicated to the Hindu deity Shiva. Dating back to the Chola period, the temple is the oldest in all of Bangalore. Built in around the 12th and the 13th centuries by the Hoysalas, the temple is now managed and maintained by the Endowment Department of the Karnataka government.",12.4341049,77.2321311
Bangalore,Snow City,"Snow City is a unique, one of a kind amusement located in JC Nagar in Bangalore. Covered in artificial snow and generously sprinkled with snow animal sculptures, toys and igloos, the theme park is a popular destination for the city folks especially the kids. Besides, the park also has a plethora of swings and slide for the children and a gorgeous snow castle.",28.49444,-81.507163
Bangalore,Big Banyan Tree,"The Big Banyan Tree or locally called as the Dodda Alada Mara is a 400 year old banyan tree in the village of Kethohalli near Bangalore. Sprawling over a vast 3 acres of land, the tree is one of the largest of its kind. In the 2000s, the tree got infected with a natural disease and the chief roots died of contamination.",12.909395,77.395776
Bangalore,Indira Gandhi Musical Fountain Park,"Created in 1995 by B. N. A. Technology Consulting Limited, Hong Kong, Indira Gandhi Musical Fountain is probably the most technically advanced and one of the biggest artificially created fountains in India. Located on T. Chowdaiah Road, the enthralling fountain has been based on multimedia technology, MIDI interfaces and hardware architecture.",12.9812101,77.5977879
Bangalore,Siddara Betta,"Siddara Betta is a popular tourist attraction in the Tumkur district of Karnataka immersed in rocky boulders, temples and caves with an elevation of 1700 feet. The hillock is popular amongst trekkers and spiritual seekers alike, with one of the main attractions of the hill being the Lord Shiva temple enclosed in a cave that sees a fair number of devotees throughout the year.",7.332173,2.0106882
Bangalore,Quad Biking,"Quad Biking in Bangalore can be experienced either near Kanakpura Road or near Nandi Hills with the help of a company Dirt Mania. These Quad Bike Rides can cost somewhere from INR 500 to 5000 depending upon the Track, Trail and the length.",23.564301,58.411701
Bangalore,Bilikal Rangaswamy Betta,Bilikal Rangaswamy Betta is almost 16 kilometres from the town of Kanakapura is a great trekking destination for a day trek. It is one of the highest hills in the neighbouring area and also houses a temple devoted to Lord Rangaswamy that is constructed under a large white granite monolith.,12.55368,77.512383
Bangalore,Avalabetta,"Avalabetta often called as “Nandi Hills without the crowd” is a perfect place to relish the same scenic beauty as the Nandi Hills but without the commotion. Standing on the top of the hill, you can witness the magical view of lush green trees and variegated rocky terrain which is spread out profusely.",13.5773818,77.6744162
Bangalore,Manchanabele Dam,Manchanabele Dam is built on the water of the tranquil Arkavati River. It is replete with cool and clear water and is also surrounded by lush green trees in small hills. The panoramic views of the sky and the earth can be best observed during sunrise or sunset.,12.810143,77.402855
Bangalore,Skandagiri,"Skandagiri, also known as Kalavara Durga, is a popular trekking destination located near Bangalore, Karnataka. Known for its challenging night treks, it offers breathtaking sunrise views from the top, at an altitude of about 1,450 meters above sea level. The trek takes visitors through dense forests and ancient fort ruins, providing an adventurous and scenic experience for nature lovers and hikers.",17.423972,78.509857
Bangalore,Bananthimari Betta,"Located at a distance of 3 kms from the town of Kanakapura near Bangalore, Bananthimari Betta is a twin hillock surrounded by lush green fields with patches of flowers and rocky surface in turns. The beautiful valley in between is laden with an emerald velvetine grass cover and through it flows the most quaint and beautiful stream ever.",12.56539,77.38196
Bangalore,Doddamakali,"Situated at a distance of about 132 kms from the city of Bangalore on 6 kms from Bheemeshwari Fishing Camp, Doddamakali is a living example of pristine rustic charm and idyllic sylvan setting. The place makes for an ideal weekend getaway away from the hustle bustle and chaos of the city amidst natural surroundings and euphoric atmosphere.",13.366264,77.735762
Bangalore,Devarayanadurga,"Devarayanadurga or DD Hills which translates to “the fort of God” is a tranquil hill station located near Tumkur district in the state of Karnataka. Situated at an elevation of 4000 ft, Devarayanadurga is a perfect weekend getaway from Bangalore to live among the trees and visit the beautifully crafted temples.",13.372467,77.208011
Bangalore,Kanakapura,In the state of Karnataka a beautiful city is nestled amongst trees and rivers which is great for a weekend getaway. Kanakapura is rich in heritage and culture. This place is a hidden gem bountiful in greenery and waterfalls. A few days in this wonderful and picturesque place will leave you rejuvenate.,12.547,77.423103
Bangalore,Ranga Shankara,"If you’re the kind who prefers watching live performances over a drama, then this is the place for you. Situated in JP Nagar, this is one of the places to visit in Bangalore with friends where the theatre lovers head to catch up on some drama from across the globe. So, book those tickets and go enjoy a beautiful and affordable evening and get one of the best Bangalore experiences.",12.911522,77.587084
Bangalore,"Smaaash, Bangalore","Smaaash in Bangalore is a massive gaming and entertainment arena that offers a range of fun activities for all age groups. Visitors can enjoy bowling, virtual reality games, go-karting, and arcade games, making it a perfect spot for both kids and adults. While it's packed with excitement, the prices are on the higher side, so it's best to plan accordingly for an enjoyable experience.",12.997892,77.696297
